
"愛国自動車学校","0154-36-1281","釧路市愛国東1-29-14"
"萩野自動車学校","0144-83-2115","白老郡白老町字石山26-5"
"函館自動車学校","0138-55-2222","函館市川原町19-20"
"函館中央自動車学校","0138-49-2231","函館市西桔梗町515-1"
"羽幌自動車学校","0164-62-3988","苫前郡羽幌町北町102"
"美唄自動車学校","0126-62-7171","美唄市美唄1443-14"
"美幌自動車学校","0152-73-2996","網走郡美幌町字稲美255-1"
"北海道クミアイ自動車学校","0166-48-1141","旭川市永山北3条8丁目182番地の1"
"北海道交通安全協会自動車学園","011-581-2287","札幌市南区真駒内本町1-4-1"
"北海道自動車学校","011-821-0172","札幌市豊平区中の島2条6-2-4"
"北海道中央自動車学校","011-711-3344","札幌市東区北25条東1-1-17"
"北工学園モータースクール","0166-57-5818","旭川市東鷹栖1条1-635"
"幕別自動車学校","0155-56-4135","中川郡幕別町字千住474"
"室蘭総合自動車学校","0143-86-6125","登別市美園町4-23-2"
"室蘭中央自動車学園","0143-44-5500","室蘭市八丁平4-17-7"
"芽室自動車学校","0155-62-2226","河西郡芽室町東3条10-1-8"
"藻南自動車学校","011-571-8862","札幌市南区川沿10条2-7-20"
"森自動車学校","01374-2-2120","茅部郡森町字鳥崎町186"
"紋別自動車学校","0158-23-2371","紋別市渚滑町3-40"
"八雲自動車学校","0137-63-2111","二海郡八雲町内浦町208"
"余市自動車学校","0135-22-3393","余市郡余市町富沢町6-12"
"留萌自動車学校","0164-42-1533","留萌市東雲町2-75"

"青森中央自動車学校","0177-36-3371","青森市原別2-1-8"
"青森東部自動車学校","0177-36-2061","青森市原別8-2-1"
"青森モータースクール","0177-38-2246","青森市妙見1丁目2番2号"
"板柳自動車学校","0172-73-2281","北津軽郡板柳町大字三千石字里見43"
"於本自動車学校","0178-43-7721","八戸市大字中居林字館越山35-1"
"金木自動車学校","0173-53-2026","五所川原市金木町菅原257-1"
"上北自動車学校","0175-64-4141","上北郡東北町字家ノ下夕39-3"
"黒石自動車教習所","0172-53-3300","黒石市竹田町5"
"五所川原モータースクール","0173-35-6411","五所川原市大字湊字千鳥93-2"
"下北自動車学校","0175-22-3736","むつ市南町2番4号"
"津軽モータースクール","0173-25-2311","つがる市柏稲盛岡本24"
"十和田自動車学校","0176-23-6161","十和田市東二十二番町28番1号"
"十和田中央モータースクール","0176-23-6301","十和田市東14番町52番1号"
"浪岡モータースクール","0172-62-2057","青森市浪岡町大字浪岡字林本121"
"八戸モータースクール","0178-28-2145","八戸市石堂4丁目7番32号"
"八戸ライセンススクール","0178-88-3340","三戸郡階上町蒼前東3丁目6-225"
"平賀自動車学校","0172-44-8011","平川市柏木町東田91"
"弘前モータースクール","0172-28-2525","弘前市大字和泉一丁目3番地の1"
"マツダドライビングスクール青森","017-782-7272","青森市大字石江字江渡97番地9"
"三沢自動車学校","0176-53-3158","三沢市南町2丁目31-160"
"三沢中央自動車学校","0176-53-2441","三沢市花園町3丁目4-37"
"三ツ矢自動車学校","0172-35-6611","弘前市大字石渡1丁目23-1"
"三八五オートスクール三戸","0179-23-3361","三戸郡三戸町大字目時字上ヱ平53"
"三八五オートスクール八戸","0178-27-5600","八戸市大字長苗代字中坪107-2"

"一関自動車学校","0191-23-5678","一関市真柴字川戸17-4"
"一関第一自動車学校","0191-26-5646","一関市真柴字中屋敷70番地14"
"岩手県北自動車学校","0195-23-2105","二戸市堀野字大川原毛110-1"
"岩手自動車学校","019-624-4055","盛岡市高崩2番地5"
"岩手中央自動車学校","0195-65-2610","岩手郡岩手町大字川口第49地割芦田内3番地44"
"江刺自動車学校","0197-35-1237","奥州市江刺区愛宕字梁川34-1"
"STモータースクール","019-641-8211","滝沢市巣子169番地3"
"STモータースクール南校","019-635-8211","盛岡市津志田27地割18番地"
"大船渡自動車学校","0192-27-6933","大船渡市立根町字田谷10"
"北上自動車学校","0197-63-4562","北上市さくら通り4丁目3番5号"
"久慈自動車学校","0194-55-2221","久慈市大川目町第2地割9-4"
"三陸自動車学校","0193-23-6156","釜石市桜木町一丁目4番1号"
"紫波中央自動車学校","019-672-4316","紫波郡紫波町二日町字西七久保66番1"
"千厩自動車学校","0191-52-2118","一関市千厩町千厩字中木六30番地"
"第一自動車学校","0197-25-8167","奥州市水沢秋葉町155"
"高文自動車学校","0198-23-4894","花巻市上小舟渡278番地"
"中央自動車学校","019-647-3125","盛岡市西青山二丁目31番地11号"
"遠野ドライビングスクール","0198-63-2080","遠野市青笹町糠前第37地割29番地7"
"花北モータースクール","0197-68-2523","北上市飯豊第24地割75番地2"
"花巻自動車学校","0198-23-6300","花巻市天下田71-1"
"平泉ドライビングスクール","0191-46-2134","西磐井郡平泉町平泉字宿21番地3"
"前沢自動車学校","0197-56-2131","奥州市前沢字河ノ畑175"
"水沢自動車学校","0197-25-5158","奥州市水沢大鐘町三丁目1"
"宮古ドライビングスクール","0193-69-2131","宮古市田鎖第12地割25番地"
"盛岡自動車学校","019-647-4135","盛岡市稲荷町3番9号"
"盛岡南ドライビングスクール","019-658-1011","盛岡市本宮字林崎1番地1"
"陸前高田ドライビングスクール","0192-55-3990","陸前高田市竹駒町字相川74番地1"

"石巻自動車学校","0225-22-6571","石巻市山下町2丁目2-54"
"石巻第一自動車学校","0225-96-1650","石巻市泉町4丁目10-28"
"石巻中部自動車学校","0225-94-1285","石巻市門脇字浦屋敷124-1"
"泉自動車学校","022-379-3420","仙台市泉区実沢字新坂沢1"
"岩沼自動車学校","0223-24-5231","岩沼市阿武隈1-37"
"奥羽自動車学校","022-372-3277","仙台市泉区八乙女中央3-5-1"
"角田自動車学校","0224-63-2150","角田市角田字中沢46-33"
"花壇自動車学校","022-225-3232","仙台市青葉区花壇8-7"
"加美自動車学校","0229-63-2249","加美郡加美町字赤塚20"
"北宮城自動車学校","0220-22-2762","登米市迫町北方字石打坂20-1"
"気仙沼中央自動車学校","0226-22-0124","気仙沼市松崎下金取61"
"佐沼自動車学校","0220-22-2633","登米市迫町佐沼字大網4-4"
"仙台赤門自動車学校","022-222-3340","仙台市青葉区川内川前丁61"
"仙台北自動車学校","022-373-9771","仙台市泉区松森字台93-25"
"仙台自動車学校","022-247-4121","仙台市太白区大野田3-13-12"
"仙台中央自動車学校","022-291-3053","仙台市宮城野区原町4丁目4-2"
"仙台ドライブスクール","022-234-4023","仙台市宮城野区幸町1丁目16-1"
"仙南自動車学院","0224-56-5151","柴田郡柴田町大字本船迫字塚田17"
"仙北自動車学校","0229-22-1446","大崎市古川稲葉字新堀26"
"築館自動車学校","0228-22-5131","栗原郡築館町字留場雇田70"
"東部自動車学校","022-259-0651","仙台市宮城野区福住町16-44"
"富谷自動車学校","022-358-8787","富谷市三ノ関膳部沢上11-3"
"中山ドライブスクール","022-278-1080","仙台市青葉区荒巻本沢1-10-20"
"パセオ・ドライビングカレッジ","0225-75-2121","石巻市鹿又字曾波神前118-1"
"東日本自動車学校","022-362-2292","塩釜市月見ヶ丘6-7"
"古川自動車学校","0229-28-2216","大崎市古川沢田字新原際79-1"
"古川自動車教習センター","0229-23-3080","大崎市古川鶴ヶ埣字新江北25"
"南蔵王自動車学校","0224-25-2381","白石市福岡長袋字下河原15"
"南仙台自動車学校","022-241-3181","仙台市太白区中田6丁目1-1"
"宮城自動車学校","022-248-1104","仙台市太白区東郡山1-10-1"
"宮交自動車学校","022-248-3850","仙台市太白区長嶺4-1"
"利府自動車学校","022-356-4191","宮城郡利府町森郷字一里塚1"
"R45・日の出自動車学校","022-283-9777","仙台市宮城野区日の出町二丁目1番13号"
"涌谷自動車学校","0229-42-2910","遠田郡涌谷町字北田94"

"秋田自動車学校","0188-62-3529","秋田市八橋鯲沼町9-49"
"秋田北部自動車学校","0186-42-3215","大館市根下戸新町1-45"
"秋田南自動車学校","018-839-5137","秋田市仁井田本町6丁目4-23"
"秋田モータースクール","018-864-5515","秋田市茨島4丁目3-36"
"羽後自動車学校","0183-62-5111","雄勝郡羽後町杉宮字柏原10-2"
"大曲自動車学校","0187-63-1714","大仙市大曲丸子町1-1"
"大曲中央自動車学校","0187-62-1785","大仙市花館字萩台378"
"角館自動車学校","0187-54-1131","大仙市下鶯野字羽場87"
"きさかた自動車学校","0184-43-4390","にかほ市象潟町字下浜山3-7"
"北日本自動車学校","018-878-2202","潟上市天王字北野53-2"
"県北自動車学校","0186-62-1845","北秋田市綴子字佐戸岱6"
"仙北自動車学校","0187-62-2443","大仙市戸地谷字大和田89"
"第二北部自動車学校","0186-35-2330","鹿角市十和田末広字紀の国平33-17"
"太平自動車学校","0188-45-1514","秋田市寺内字高野11-1"
"能代自動車学校","0185-52-7201","能代市能代町字中川原29-12"
"能代モータースクール","0185-54-4510","能代市字下古川布20-4"
"八郎潟太平自動車学校","018-875-2145","南秋田郡八郎潟町真坂字鳥屋崎33"
"平鹿自動車学校","0182-24-3144","横手市平鹿町浅舞字返諏訪204"
"本荘自動車学校","0184-23-1080","由利本荘市川口字高花98-1"
"横手モータースクール","0182-33-2127","横手市杉目字街道下87-7"

"関東自動車学校","0234-43-2327","東田川郡庄内町余目字船塚17-1"
"県南自動車学校","0238-57-3221","東置賜郡高畠町大字福沢1103番地"
"蔵王自動車学園","023-688-3311","山形市蔵王松ヶ丘一丁目656番地2"
"寒河江自動車学校","0237-86-4311","寒河江市寒河江字久保1番地"
"庄交学園自動車教習所","0235-25-1911","鶴岡市日和田町20番48号"
"新庄自動車学校","0233-22-1259","新庄市十日町字大道西1636"
"新庄第一自動車学校","0233-22-3912","新庄市大字鳥越929-1"
"セーフティードライビングアカデミー鶴岡","0235-22-0370","鶴岡市西新斎町11-22"
"鳥海自動車学園","0234-24-7433","酒田市両羽町1-13"
"鶴岡自動車学園","0235-22-6200","鶴岡市西新斎町6-34"
"出羽自動車教習所","0234-33-1477","酒田市豊里字下西割22"
"天童自動車学校","023-655-2637","天童市石鳥居一丁目1番91号"
"農機連自動車学校","023-688-2148","山形市成沢西3丁目1番62号"
"羽黒高等学校自動車教習所","0235-64-0871","鶴岡市羽黒町手向字薬師沢198"
"東根自動車学校","0237-43-2400","東根市大字蟹沢字上縄目1843-1"
"平野学園自動車学校","0237-86-5165","寒河江市大字柴橋字平野2950-95"
"マツキドライビングスクール赤湯校","0238-47-2393","南陽市宮内68"
"マツキドライビングスクールさくらんぼ校","0237-58-2131","村山市大字本飯田118"
"マツキドライビングスクール白鷹校","0238-85-2911","西置賜郡白鷹町大字鮎貝2198"
"マツキドライビングスクール太陽校","023-687-4024","山形市十文字字韮窪北347-1"
"マツキドライビングスクール長井校","0238-84-2335","長井市緑町7番45号"
"マツキドライビングスクール村山校","0237-55-5680","村山市大字櫤山字金谷原3073"
"マツキドライビングスクール山形校","023-622-4649","山形市小白川町字川原1242-5"
"マツキドライビングスクール山形中央校","023-686-2650","山形市漆山字北志田3385番1"
"マツキドライビングスクール米沢松岬校","0238-22-6411","米沢市大字花沢3356-5"
"山形最上ドライビングスクール","0233-25-2221","新庄市大字泉田字下村西19-1"
"山貴ドライビングカレッジ","023-655-6677","天童市石鳥居一丁目1番80号"
"米沢ドライビングスクール","0238-21-3711","米沢市花沢町3044-1"

"会津自動車学校","0242-24-0511","会津若松市神指町東城戸247番"
"会津中央自動車教習所","0242-26-1344","会津若松市米代2丁目5-41"
"会津平和自動車学校","0242-83-1111","河沼郡会津坂下町大字福原字長泥8"
"石川自動車教習所","0247-26-2897","石川郡石川町字屋敷の入72"
"扇町自動車学校","0242-22-3759","会津若松市一箕町大字亀賀字北柳原16"
"小名浜自動車学校","0246-54-5210","いわき市小名浜字富岡向147"
"喜多方ドライビングスクール","0241-22-0997","喜多方市字大谷地8014-2"
"県南自動車学校","0248-34-2565","白河市東釜子字古峯内98"
"郡山自動車学校","024-944-0440","郡山市田村町金屋字マセロ53"
"常交自動車学校","0246-26-3723","いわき市内郷御厩町川向10"
"昭和ドライバーズカレッジ","024-944-2326","郡山市芳賀1丁目3-4"
"白河自動車学校","0248-22-7171","白河市字五番丁川原101-5"
"須賀川ドライビングスクール","0248-73-4144","岩瀬郡鏡石町蒲之沢町353"
"杉妻自動車学校","024-549-3331","福島市清水町字東壇9"
"西部自動車学校","024-932-1600","郡山市富田町字稲川原40"
"タイヘイドライバーズスクール","0246-23-3411","いわき市平塩字古川1-1"
"平中央自動車学校","0246-26-3429","いわき市内郷小島町天ノ田15"
"田島ドライビングスクール","0241-62-1152","南会津郡南会津町永田字堂前2239"
"棚倉自動車教習所","0247-33-2573","東白川郡棚倉町大字棚倉字日向前220-1"
"田村自動車教習所","0247-82-0700","田村市船引町船引字山ノ内149-1"
"東亜自動車学校","024-567-3231","福島市松川町浅川字御荷ヶ沢5"
"富岡自動車学校","0240-22-2470","双葉郡富岡町大字大菅字川田195"
"南湖自動車学校","0248-22-1177","白河市白坂一里段6-236"
"南部自動車学校","0248-75-2171","須賀川市北山寺町77"
"原町自動車教習所","0244-23-2960","南相馬市原町区南町4丁目50"
"原町中央自動車教習所","0244-23-2539","南相馬市原町区錦町1丁目27"
"福島県東部自動車教習所","0244-35-2264","相馬市程田字潜石54-5"
"福島自動車学校","024-591-1703","福島市町庭坂字原中2-51"
"富久山自動車教習所","024-922-8070","郡山市富久山町福原字水穴1"
"福陽自動車教習所","0246-63-4553","いわき市錦町上川田19"
"ふたば自動車学校","0240-34-2535","双葉郡浪江町大字高瀬字小高瀬廹198-3"
"北部日本自動車学校","024-583-3331","伊達市原島95"
"保原自動車学校","024-575-2224","伊達郡保原町字泉町65"
"マツキドライビングスクール福島飯坂校","024-542-1131","福島市飯坂町湯野字洞下1"
"本宮自動車学校","0243-48-2218","安達郡大玉村大山字狐森18"
"矢吹自動車教習所","0248-44-3280","西白河郡矢吹町小松358"
"湯本自動車学校","0246-43-7781","いわき市常磐水野谷町千代鶴1-2"

"飛鳥ドライビングカレッジ日野","042-581-2721","日野市旭が丘1-1-2"
"足立自動車学校","03-3884-0501","足立区東六月町3-1"
"池上自動車教習所","03-5737-7711","大田区大森南5-5-5"
"伊豆大島自動車学校","04992-2-3240","大島町元町字北ノ山222"
"和泉自動車練習所","03-3489-4151","狛江市猪方4-8-11"
"今井自動車教習所","03-3670-1401","江戸川区瑞江4-43-15"
"江戸川自動車教習所","03-3612-4156","江戸川区平井5-4-3"
"王子自動車学校","03-3913-7521","北区堀船2-13-28"
"大泉自動車教習所","03-3922-2917","練馬区東大泉6-34-1"
"尾久自動車学校","0422-32-2181","小金井市東町3-17-19"
"葛西橋自動車教習所","03-3680-2341","江戸川区西葛西2-16-11"
"金町自動車教習所","03-3607-5101","葛飾区東金町1-10-8"
"北足立自動車教習所","03-3899-1185","足立区入谷8-7-32"
"北豊島園自動車学校","03-3990-1176","練馬区春日町4-37-24"
"京成ドライビングスクール","03-3657-3185","葛飾区高砂5-54-10"
"小金井自動車学校","042-381-0150","小金井市中町4-3-15"
"コヤマドライビングスクール秋津","042-396-7070","東村山市秋津町3-15-18"
"コヤマドライビングスクール石神井","03-3996-0671","練馬区谷原1-4-4"
"コヤマドライビングスクール成城","03-3415-2191","世田谷区岡本3-40-2"
"コヤマドライビングスクール二子玉川","03-3709-2551","世田谷区玉川3-42-1"
"新小岩自動車学校","03-3694-2511","葛飾区奥戸4-2-1"
"新東京自動車教習所","042-342-4111","小平市小川町1-2364"
"杉並自動車学校","03-3335-2222","杉並区宮前5-15-1"
"世田谷自動車学校","03-3302-3141","世田谷区粕谷1-14-14"
"竹の塚モータースクール","03-3858-6666","足立区竹の塚7-12-1"
"田無自動車教習所","042-461-7111","西東京市芝久保町4-4-4"
"調布自動車学校","042-485-3311","調布市菊野台1-34-1"
"東急自動車学校","042-372-0109","多摩市唐木田3-6"
"東京センチュリーモータースクール","04992-4-1521","大島町差木地字フナギ651"
"豊島自動車練習所","03-3971-6262","豊島区東池袋3-17-1"
"トヨタドライビングスクール東京","042-526-3551","立川市羽衣町1-3-4"
"西多摩自動車学校","042-554-1943","羽村市羽4150"
"拝島自動車教習所","0425-51-2851","福生市大字熊川1495"
"八王子中央自動車学校","042-642-0241","八王子市北野町598-9"
"東久留米自動車教習所","042-471-2915","東久留米市本町1-16-45"
"日の丸自動車学校","03-3719-3515","目黒区三田1-6-27"
"府中自動車教習所","042-362-2470","府中市若松町1-4-1"
"平和橋自動車教習所","03-3694-1011","葛飾区東立石1-3-16"
"マジオドライバーズスクール多摩校","042-591-5345","日野市百草188"
"町田ドライヴィングスクール","042-723-2480","町田市南大谷1号55"
"むさし小金井自動車教習所","042-381-3321","小金井市緑町1-3-26"
"武蔵境自動車教習所","0422-51-7381","武蔵野市境2-6-43"
"ラヴィドライビングスクール蒲田","03-3733-2611","大田区西六郷1-3-15"

"明野自動車学校","0296-52-2811","筑西市倉持1224-2"
"潮来自動車教習所","0299-62-3200","潮来市辻799"
"茨城県石岡自動車学校","0299-26-2244","石岡市東大橋2848"
"土浦北インター自動車学校","029-831-1290","土浦市並木5-5426"
"茨城県自動車学校","029-247-6131","水戸市東野町260"
"茨城県自動車学校境校","0280-87-0454","猿島郡境町1"
"茨城県自動車学校土浦校","029-887-0295","稲敷郡阿見町大字阿見383-2"
"茨城県西自動車学校","0296-37-6012","筑西市船玉286"
"茨城けんなん自動車学校","0298-22-2700","土浦市真鍋6-25-1"
"茨城県日立自動車学校","0294-33-1056","日立市金沢町2-9-20"
"岩井自動車学校","0297-35-2248","坂東市辺田648"
"大宮自動車教習所","0295-52-0885","常陸大宮市下村田2518"
"学園中央自動車学校","0298-56-1211","つくば市苅間2006"
"笠間自動車学校","0296-72-5083","笠間市笠間4187"
"鹿島自動車教習所","0299-92-4171","神栖市大野原6丁目3番20号"
"鹿島中央自動車学校","0299-83-1161","鹿嶋市宮中4518"
"上筑波自動車学校","0298-69-0931","つくば市寺具1268-2"
"北茨城自動車学校","0293-43-0211","北茨城市中郷町足洗838-2"
"古河第一自動車学校","0280-98-3631","古河市関戸1758-1"
"下館自動車学校","0296-57-3747","筑西市蓮沼1534-2"
"昭和自動車教習所","029-241-0300","水戸市千波町1987"
"つくば自動車学校","029-874-8599","つくば市高見原3丁目16番1号"
"土浦自動車学校","029-841-0577","土浦市中村南4-1-20"
"友部自動車学校","0296-77-8150","笠間市旭町304-3"
"ドライビングスクール那珂","029-298-3323","那珂市菅谷1558"
"取手自動車教習所","0297-58-0533","つくばみらい市矢井田39"
"那珂安全自動車学校","029-298-0278","那珂市杉18"
"羽鳥自動車学校","0299-46-2011","小美玉市羽鳥1484-1"
"ひたちなか自動車学校","029-272-5445","ひたちなか市市毛951-1"
"鉾田自動車学校","0291-32-2647","鉾田市柏熊1001-1"
"水戸第一自動車学校","029-251-5231","水戸市姫子1-846-2"
"守谷自動車学校","0297-48-5511","守谷市松並1984番地"
"矢田部自動車教習所","0479-48-0080","神栖市矢田部6231"
"竜ヶ崎自動車教習所","0297-64-1311","龍ケ崎市馴馬町180"

"足利自動車教習所","0284-71-2695","足利市田中町459-1"
"安佐自動車教習所","0283-22-0965","佐野市越名町1249"
"今市自動車教習所","0288-21-1125","今市市芹沼1739-1"
"宇都宮清原自動車学校","028-667-0721","宇都宮市鐺山町1067-1"
"宇都宮中央自動車教習所","028-661-2111","宇都宮市東町295"
"宇都宮戸祭自動車教習所","028-624-6121","宇都宮市上戸祭町6"
"岡本台自動車学校","028-673-5151","宇都宮市下岡本2109-4"
"小山自動車教習所","0285-25-1234","小山市大字大行寺978"
"小山中央自動車学校","0285-23-5555","小山市中久喜1174-15"
"カーアカデミー那須高原","0287-64-1131","那須塩原市鍋掛1088-285"
"鹿沼自動車教習所","0289-62-8101","鹿沼市玉田町144-5"
"烏山自動車学校","0287-83-2321","那須郡烏山市神長414-1"
"黒磯中央自動車学校","0287-64-1225","那須塩原市北栄町638-2"
"黒磯南自動車教習所","0287-64-0555","那須塩原市埼玉182"
"小金井自動車学校","0285-44-5151","下野市柴255-2"
"さくら那須モータースクール","028-682-3141","さくら市氏家3450"
"佐野中央自動車教習所","0283-23-7171","佐野市大橋町1049"
"トーブモータースクール","028-658-0731","宇都宮市鷺の谷町234"
"栃木県大田原自動車教習所","0287-23-2348","大田原市上奥沢382-1"
"栃木県共立自動車学校","028-665-1071","宇都宮市下金井町718-3"
"栃木県自動車学校","028-658-1362","宇都宮市陽南3-11-25"
"栃木県中部自動車学校","028-652-1070","宇都宮市飯田町645"
"栃木県南自動車学校","0282-22-1347","栃木市川原田町1528"
"栃木県西那須野自動車学校","0287-36-0292","那須塩原市下永田3-1313-3"
"栃木自動車教習所","0282-24-6111","栃木市片柳町2-2-1"
"栃交自動車学校","0285-53-2525","下野市下古山2990"
"那須自動車学校","0287-36-3141","那須塩原市二区町352-7"
"日光自動車学校","0288-22-1133","日光市倉ヶ崎新田122-1"
"東足利自動車教習所","0284-91-0721","足利市大久保町753"
"報徳自動車学校","028-656-3815","宇都宮市屋板町336-2"
"間々田自動車教習所","0285-45-0248","小山市大字南飯田291"
"壬生自動車学校","0282-86-3115","下都賀郡壬生町大字安塚1210"
"真岡自動車教習所","0285-84-6185","真岡市下鷺谷103"
"茂木自動車学校","0285-63-1175","芳賀郡茂木町北高岡1970-1"
"矢板自動車学校","0287-43-1267","矢板市荒井137"

"赤城自動車教習所","0270-62-0135","伊勢崎市赤堀今井町1-564"
"安中自動車教習所","027-382-1562","安中市原市425"
"伊勢崎自動車教習所","0270-24-1515","伊勢崎市上諏訪町1499-1"
"太田自動車教習所","0276-31-6284","太田市由良町1193"
"大渡自動車学校","027-251-4037","前橋市総社町総社1164-2"
"金山自動車教習所","0276-45-8822","太田市龍舞町5502"
"かぶら自動車教習所","0274-42-0462","藤岡市立石1563"
"桐生自動車教習所","0277-47-5555","桐生市堤町3-5-18"
"群馬県自動車教習所","027-251-2321","前橋市江田町448"
"群馬にった自動車教習所","0276-57-0011","太田市新田市野井町935-1"
"西毛自動車教習所","0274-62-3711","富岡市下黒岩849-4"
"高崎モータースクール","027-344-2411","高崎市浜川町1329-1"
"館林自動車教習所","0276-72-3524","館林市高根町882"
"谷川ドライビングスクール","0278-22-4461","沼田市薄根町3348"
"トヨタドライビングスクール群馬","0277-44-0601","桐生市境野町7-1864-20"
"中之条町自動車教習所","0279-75-2570","吾妻郡中之条町大字伊勢町1571"
"西吾妻自動車教習所","0279-85-2225","吾妻郡長野原町大字応桑735-61"
"沼田自動車教習所","0278-24-4811","沼田市横塚町1088-13"
"藤岡モータースクール","0274-23-6666","藤岡市本郷字寺山1390"
"前橋天川自動車教習所","027-261-0840","前橋市天川大島町1065-2"
"前橋自動車教習所","027-233-1155","前橋市関根町2-1-18"
"南渋川自動車教習所","0279-22-1945","渋川市半田2700"
"柳瀬橋自動車教習所","0274-42-0671","藤岡市森新田字寺東221-2"

"飛鳥ドライビングカレッジ川口","048-252-2801","川口市川口2-17-5"
"アンモータースクール","048-624-3276","さいたま市西区二ツ宮797-1"
"いわつき自動車学校","048-794-0880","さいたま市岩槻区大字慈恩寺880番地"
"うらわ自動車教習所","048-861-6631","川口市芝富士2-20-8"
"浦和中央自動車教習所","048-878-1141","さいたま市緑区大崎910"
"大宮自動車教習所","048-683-6580","さいたま市見沼区新右ヱ門新田111"
"越生自動車学校","049-292-5211","入間郡越生町上野東1丁目3番地18"
"かごはら自動車学校","048-532-5111","熊谷市拾六間726"
"春日部自動車教習所","048-761-4155","春日部市小渕2095"
"川越自動車学校","049-243-3333","川越市野田町2-20-50"
"北本中央自動車学校","048-591-5431","北本市宮内7-55"
"行田自動車教習所","048-554-5151","行田市大字持田2313-5"
"久喜自動車学校","0480-21-0106","久喜市久喜東6丁目4番44号"
"鴻巣自動車教習所","048-541-5670","鴻巣市人形3-2-97"
"埼玉県自動車学校","048-663-2931","さいたま市北区植竹町2-2"
"埼玉自動車学校","048-521-6111","熊谷市見晴町330"
"埼玉とだ自動車学校","048-442-5550","戸田市大字新曽20"
"埼玉本庄自動車学校","0495-21-3351","本庄市寿3-1-43"
"埼北自動車学校","0480-65-1212","加須市花崎北1-21-1"
"坂戸自動車教習所","049-283-3333","坂戸市溝端町1番地（3-209）"
"狭山モータースクール","04-2959-3141","狭山市南入曽914-10"
"三共自動車教習所","049-242-6288","川越市中台2丁目1番地2"
"上武自動車教習所","0495-24-5131","本庄市下野堂601"
"セイコーモータースクール","049-261-0001","ふじみ野市市沢3-7-61"
"秩父自動車学校","0494-22-0123","秩父郡横瀬町大字横瀬6214"
